distance_m,visibility_km,humidity_pct,rain_rate_mmph,Cn2,Pt_RF_dBm,Pt_FSO_dBm,Pt_THz_dBm,SNR_RF_dB,SNR_FSO_dB,SNR_THz_dB,Eb_RF_J,Eb_FSO_J,Eb_THz_J,best_channel
1504.4150742009763,21.257296153562287,70.65453303923907,6.9211677347445715,3.0207061482907605e-15,38.75366482966173,3.1410795346026,6.150174848628922,24.77398098977983,80.96670441406009,-80.01902626531296,7.505272807949014e-07,2.0611421918936137e-12,4.121141106359502e-12,1
3803.3500825755655,12.615667571124575,66.88801546947289,58.569674849251385,6.015583631890989e-15,21.465558217275127,1.9101753189907655,7.4592129529035205,-0.5840676904186495,73.24700304399585,-101.2227316120474,1.401379698691628e-08,1.5524496790521445e-12,5.570847824885846e-12,1
2930.6558278275065,5.288907460488552,54.57258647223343,79.88687405380284,1.4742263008229316e-15,23.727611847190573,2.7587839909875456,5.055436853722329,3.9417357445065164,77.26103344165514,-95.10970535068606,2.3591805807072472e-08,1.887462792273294e-12,3.202902256079662e-12,1
2398.647351946176,18.54772377194727,64.52488605272771,76.44730947900878,5.743315879070383e-15,32.98942238419683,9.46978792719781,13.445383649437924,14.946737283199496,85.11957905257674,-82.21652743302997,1.9904085951404072e-07,8.850723893036417e-12,2.210743541547399e-11,1
632.5143753653217,10.757614324240745,55.55676448144472,83.7396208298667,2.2132431129865535e-15,28.694218376914012,17.69068044998551,10.432202007947971,22.237936344994083,96.0387875347644,-62.428484242660005,7.403240153741343e-08,5.875814072199843e-11,1.1046385640059305e-11,1
632.4181361414486,15.068373344586181,76.05519348347067,97.94580887971605,2.9622799221577646e-15,30.1697089267624,6.1844148940611765,10.358859527549388,23.71423393839501,84.57889014961106,-62.759188469061826,1.039850470541922e-07,4.153760856707509e-12,1.0861403619176145e-11,1
241.75361255111585,3.1279996092615012,88.45207554622877,99.58189940514728,6.490810148792857e-15,25.805848484824445,8.835982144046158,4.262776194148785,27.70539718395156,86.94391873495125,-58.01502081871311,3.8070172835661554e-08,7.648886461721708e-12,2.6685639784542525e-12,1
3466.0428216419914,15.97380774314181,85.082610578939,41.04678515973534,3.204780333734636e-14,31.370914179051297,0.667139265016059,10.828733483961168,10.132950846566814,51.338644749646726,-96.17005586001153,1.371170363730551e-07,1.166041282645273e-12,1.21024514301718e-11,1
2408.4488968554033,9.651986979155547,53.84846963603951,50.20950560387085,9.609408502044852e-15,21.611881867825776,12.001496217639225,11.0940786159628,3.5374867320026766,85.42712705265656,-84.1506376532821,1.4493997657179291e-08,1.585439308928341e-11,1.286494285930683e-11,1
2835.2095854062213,8.687648868103114,65.65936456943362,49.8183111285418,1.0715627684811506e-15,23.071792773907774,6.79065992209938,0.6481463198169557,3.5790620739431205,83.41391055139515,-99.27666349683673,2.0285199226704484e-08,4.776018410233188e-12,1.1609529835788225e-12,1
92.13213224025176,24.50793168005613,30.74594095457631,64.20528816285795,1.7531615939148145e-15,20.231490411830716,13.378105555676193,5.844587045453997,30.511405592897546,92.04996794437261,-46.93484716711254,1.0547488029890949e-08,2.176760036537303e-11,3.8411273358432815e-12,1
3879.9403101263574,11.094550747626057,90.91946974570484,24.569062563748478,1.2811990715204714e-15,27.38299719735971,11.430413682000431,13.118674749514271,5.168102986330666,87.24614724648583,-98.08666732498699,5.473936054239941e-08,1.3900850357902488e-11,2.0505363617627705e-11,1
3331.446136793683,17.11194026383549,47.177707809635955,77.25823469245519,2.0723302294603586e-15,37.856371796083394,14.50174891835305,6.2873031461128654,16.955579500524763,90.7051498859303,-96.93988062891196,6.104318419106067e-07,2.819518132023372e-11,4.2533420981390255e-12,1
857.2330516063219,15.879324621559107,60.876404589996085,12.668154774833173,3.835966946908484e-15,33.52722231180927,15.493164824079745,7.716282438480211,24.432929490294754,93.69508585592689,-69.24946361322145,2.2527978925138296e-07,3.5425540275960924e-11,5.9105547398133475e-12,1
735.4816191563315,3.055436996686362,40.678531151326375,95.11987570536161,1.983463865307077e-15,29.47143846059373,4.797380597083869,9.778583017458178,21.704093511689933,81.69384314119894,-64.80252511117277,8.854088244250516e-08,3.0181308164780055e-12,9.502946882476294e-12,1
741.783994315201,18.824224658075746,77.46760006959707,12.473976742970084,6.08663701622116e-15,38.216666313413945,10.1437291705521,3.1871238507434896,30.378925997848285,88.35573155900396,-72.05052712478329,6.632337702771207e-07,1.0336485912031729e-11,2.083110869679659e-12,1
1223.9265494085555,8.417400484122624,68.17083596832856,74.26651848128752,2.513410045713019e-14,27.81550269884755,11.162225416011815,13.624896098973442,15.62301496797187,86.06282654081606,-68.89246300462432,6.047143433947132e-08,1.3068403690032029e-11,2.3040378533748527e-11,1
2103.778162212629,20.074018955320007,55.53528291911573,39.71672337557214,2.5268068379728834e-14,29.991956611644692,8.734486686584258,1.9046648184113946,13.094703555784278,78.41960104375079,-90.38480047926535,9.98149655389835e-08,7.472203114299844e-12,1.550481118504385e-12,1
1733.460624382042,15.387199174076871,67.46355509746871,63.38490919783673,3.775942284351527e-15,27.65192160359895,7.7035179608670585,15.31088580853703,12.43491368568219,85.00131428318808,-73.44750258582707,5.823608353980981e-08,5.893208357620626e-12,3.396945513082336e-11,1
1172.0042693901873,8.268741503860493,41.81156112689799,31.431015123083007,3.589240631816389e-15,26.363492644463065,18.928073375916725,7.515300762277855,14.55082707359091,96.57739973571296,-73.67726834624148,4.328618033649603e-08,7.812811345201915e-11,5.643260213034577e-12,1
2451.293049942294,9.229177528111238,84.29469025024295,11.969147622314214,1.8493240659668778e-14,20.065422681639223,2.2150750309291722,6.890048868864865,1.843756741169642,71.45795609326719,-90.26083814943067,1.015178165039698e-08,1.66535759910354e-12,4.88657857920749e-12,1
566.5805040016469,18.421930556825835,48.61714032123429,93.80567024325211,5.072198706022062e-15,35.982799384308755,2.4855682414921,11.646718638612564,30.482719673354097,80.88536439056139,-59.77622421045629,3.965335503079411e-07,1.7723799324774439e-12,1.4610728271043656e-11,1
1175.6571476555205,13.976453220510606,73.05171989241028,51.008873453431946,4.448340533296605e-14,22.045421888262428,12.325773912562578,17.51283136724392,10.204288620235502,85.46993317320133,-64.46264099933347,1.6015562213442e-08,1.7083521212044526e-11,5.640052371757111e-11,1
1471.7837547418299,16.874600496447222,92.95800263607575,30.052156262440832,5.701161199040844e-15,23.151667110399664,4.868256103473419,9.980831059449988,9.360167525726439,82.17228949968704,-76.4451467003185,2.0661731379534338e-08,3.0677898791654765e-12,9.955959148752102e-12,1
1829.7192370259734,4.3787988663421125,32.700992591207495,62.44958810083185,2.5891483331815066e-15,23.30105604336169,19.97766349000296,7.597246846126007,7.614337528769397,95.35796507705004,-80.96960844950843,2.1384820259262102e-08,9.948700319660573e-11,5.75075260211482e-12,1
3142.8520859581245,19.780928469596255,57.12737600669174,25.79116499528019,1.0391645536455533e-15,25.89248355259577,1.6721352493189134,17.02059359933149,5.508675852507849,78.92760629226268,-85.20490085165574,3.8837239679589653e-08,1.4696486665162966e-12,5.035694326076073e-11,1
806.6983908118553,8.34958731341835,39.444243177644466,4.04514900560784,4.17839170563439e-14,37.390072764565666,14.83459125968357,16.001189110554755,28.824092962034342,90.66150646980185,-59.77681612968314,5.482861511921733e-07,3.044101478080341e-11,3.982161883449504e-11,1
2061.7954092703103,15.686601045362996,93.6060397248666,79.36559091817323,1.591263942615144e-15,35.03123269921261,14.39000882255418,19.415023973016897,18.304283006655865,91.98154365157971,-74.01269182288843,3.185101450984149e-07,2.747899735367583e-11,8.739818169491546e-11,1
