distance_m,FSPL_dB,rain_loss_dB,shadowing_dB,total_loss_dB,SNR_dB,Eb_J,capacity_bps,outage_flag_cap
10.0,66.42940008672036,3.381216689031208e-05,1.2188683190177254,67.64830221790498,58.3413978254552,1e-07,387611899.335893,0
20.0,72.44999999999999,6.762433378062415e-05,-4.159936424961982,68.29013119937179,57.6995688439884,1e-07,383347686.6172424,0
30.0,75.97182518111362,0.00010143650067093621,3.001804783225829,78.97373140084011,47.01596864252008,1e-07,312367907.8762155,0
40.0,78.47059991327961,0.0001352486675612483,3.7622588655648554,82.23299402751204,43.75670601584815,1e-07,290714476.9635103,0
50.0,80.40880017344074,0.00016906083445156038,-7.804140754615346,72.60482847965984,53.384871563700344,1e-07,354681541.72651434,0
60.0,81.99242509439324,0.00020287300134187242,-5.208718027449272,76.78390993994532,49.20579010341487,1e-07,326916539.5872502,0
70.0,83.3313608870055,0.00023668516823218455,0.5113616126691415,83.84295918484288,42.146740858517305,1e-07,280018645.1500716,0
80.0,84.49119982655924,0.0002704973351224966,-1.2649703693743288,83.22649995452004,42.76320008884015,1e-07,284114078.72435164,0
90.0,85.51425027550687,0.00030430950201280866,-0.06720463001715518,85.44734995499172,40.542350088368465,1e-07,269360090.1217924,0
100.0,86.42940008672036,0.00033812166890312076,-3.41217571029432,83.01756249809495,42.97213754526524,1e-07,285502157.4094378,0
110.0,87.25725378988486,0.0003719338357934328,3.5175918994513142,90.77521762317197,35.21448242018822,1e-07,233968640.41976374,0
120.0,88.01302500767287,0.00040574600268374484,3.1111677417157932,91.12459849539134,34.86510154796885,1e-07,231648131.46183357,0
130.0,88.70826713285709,0.000439558169574057,0.2641227902448642,88.97282948127153,37.016870562088656,1e-07,245940498.82965612,0
140.0,89.35196080028513,0.0004733703364643691,4.5089648278721315,93.86139899849373,32.12830104486646,1e-07,213473481.96293598,0
150.0,89.95122526783399,0.0005071825033546811,1.8700373690081824,91.82176981934553,34.167930224014654,1e-07,227017863.84756047,0
160.0,90.51179973983886,0.0005409946702449932,-3.437169851532953,87.07517088297615,38.914529160384035,1e-07,258546239.88440487,0
170.0,91.03837851428585,0.0005748068371353053,1.4750031363299954,92.51395645745299,33.475743585907196,1e-07,222420984.07178876,0
180.0,91.53485018878649,0.0006086190040256173,-3.8355304033159956,87.69992840447452,38.28977163888567,1e-07,254396013.85889733,0
190.0,92.00447210577693,0.0006424311709159294,3.51380120522909,95.51891574217693,30.470784301183258,1e-07,202469386.92423302,0
200.0,92.44999999999999,0.0006762433378062415,-0.19970364394501158,92.25097259939278,33.738727443967406,1e-07,224167449.79791024,0
210.0,92.87378598139875,0.0007100555046965536,-0.7394494541810422,92.13504658272241,33.85465346063778,1e-07,224937324.38998377,0
220.0,93.27785370316448,0.0007438676715868656,-2.7237181776157655,90.5548793932203,35.43482065013988,1e-07,235432106.43181267,0
230.0,93.66395680707222,0.0007776798384771778,4.890165354696121,98.55489984160683,27.43480020175336,1e-07,182324906.60023355,0
240.0,94.03362492095249,0.0008114920053674897,-0.6181179282752086,93.41631848468265,32.57338155867754,1e-07,216428812.16365087,0
250.0,94.38820026016111,0.0008453041722578018,-1.7133112886524289,92.67573427568094,33.31396576767925,1e-07,221346647.19002563,0
260.0,94.72886704613671,0.000879116339148114,-1.4085342019529183,93.32121196052294,32.66848808283724,1e-07,217060340.84406573,0
270.0,95.05667536990012,0.000912928506038426,2.129236742213395,97.18682504061955,28.802875002740635,1e-07,191400146.03159904,0
280.0,95.37256071356475,0.0009467406729287382,1.4617762574563133,96.83528371169399,29.154416331666198,1e-07,193732784.1696629,0
290.0,95.67736004469947,0.00098055283981905,1.6509304463839536,97.32927104392324,28.660428999436945,1e-07,190455021.00784498,0
300.0,95.97182518111362,0.0010143650067093622,1.723284012031531,97.69612355815185,28.293576485208334,1e-07,188021162.8543188,0
310.0,96.25663396340582,0.0010481771735996743,8.566590403481845,104.82427254406126,21.16542749929893,1e-07,140839845.85568607,0
320.0,96.53239965311849,0.0010819893404899865,-1.6256600655384623,94.90782157692051,31.081878466439676,1e-07,206526013.2879716,0
330.0,96.79967888427811,0.0011158015073802984,-2.0489709162861494,94.75182376949934,31.23787627386085,1e-07,207561647.34352905,0
340.0,97.05897842756548,0.0011496136742706105,-3.255090912991511,93.80503712824824,32.18466291511194,1e-07,213847714.353592,0
350.0,97.31076097372588,0.0011834258411609225,2.4639176903019826,99.77586208986902,26.213837953491165,1e-07,174229882.68096024,0
360.0,97.55545010206612,0.0012172380080512346,4.5158891708835665,102.07255651095774,23.91714353240245,1e-07,159018907.2083531,0
370.0,97.79343456806026,0.0012510501749415468,-0.4557898306195003,97.33889578761571,28.650804255744475,1e-07,190391162.62235916,0
380.0,98.02507201905655,0.0012848623418318587,-3.360625907850112,94.66573097354828,31.32396906981191,1e-07,208133209.92134216,0
390.0,98.25069222725034,0.0013186745087221709,-3.297924862764958,94.9540860389941,31.03561400436608,1e-07,206218879.5435472,0
400.0,98.47059991327961,0.001352486675612483,2.6023711512988044,101.07432355125403,24.915376492106162,1e-07,165627068.04322484,0
410.0,98.68507722111508,0.001386298842502795,2.973016684813769,101.65948020477136,24.33021983858883,1e-07,161752744.80113772,0
420.0,98.89438589467838,0.0014201110093931071,2.17261707322078,101.06842307890855,24.921276964451636,1e-07,165666144.0180236,0
430.0,99.09876919831208,0.001453923176283419,-2.662038829154777,96.43818429233359,29.5515157510266,1e-07,196367995.9683305,0
440.0,99.2984536164441,0.0014877353431737312,0.9286452922668791,100.22858664405416,25.761113399306026,1e-07,171229607.3705812,0
450.0,99.49365036222724,0.0015215475100640433,0.4667432365629129,99.96191514630023,26.02778489705996,1e-07,172996785.58384204,0
460.0,99.68455672035185,0.0015553596769543555,0.8747543869160518,100.56086646694486,25.42883357641533,1e-07,169028060.07194254,0
470.0,99.87135724543472,0.0015891718438446674,3.4857151117927594,103.35866152907133,22.63103851428886,1e-07,150514372.14709666,0
